dataset,fraction,outer,stage,method,seed,rho,status,macro_f1,auprc,far,early_recall,detection_delay,checkpoint_exists,prediction_exists,manifest_exists,hash_valid,test_evaluated,reuse,runtime,checkpoint_sha256,prediction_sha256,result_sha256,artifact_path,validation_only
3W,0.1,31003,formal_locked_test,CALIBRATED_RHO,42,0.0,COMPLETE_VALID,0.33999437143168215,0.8424005248514129,0.8971818509891408,0.9959734217378313,136.06666666666666,True,True,True,True,True,False,53.93777409999893,a9c1708036c0bd48f782c4e94fddba37136c5d1572c8d0e550f17b694e34fd34,fde833ea4f46779bcc488c90ac89484b9142a1785a9deb308891f37635af60eb,87421b71d428325309493203384ddf5986ac6208624555fd47c15c9ecde00f34,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31003\model_seed_42\CALIBRATED_RHO\result.json,False
3W,0.1,31003,formal_locked_test,CALIBRATED_RHO,43,0.0,COMPLETE_VALID,0.36639551372134865,0.8361083100784588,0.8885863324694072,0.9937538238265299,293.0,True,True,True,True,True,False,50.82937749999837,68059473c199bd895759c1243ea6105012e8c2f4b1ae93c7bcf0b923d0e54f00,b2d58504334f7c49a7e4d417fd4b409447c30fc7c9c8cdd3b7448343d75b2f99,3dc4377c219155146d1da5ba62999e69f48ea84bd735167a255c03bd1e289f68,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31003\model_seed_43\CALIBRATED_RHO\result.json,False
3W,0.1,31003,formal_locked_test,CALIBRATED_RHO,44,0.0,COMPLETE_VALID,0.3848099098102667,0.8619503179724045,0.8956727141497982,0.9979084558143505,102.64285714285714,True,True,True,True,True,False,50.96174169999722,797b48754137b4bf8d236ca9e5813f9821e693b13a88e4972b9759b982742f93,bfc3cc3b79deac9e72913886376cc035a78524aef017d30b3115495d9b0b1fcf,cdc1df132412255c93e93184350276ecea57b6a405ee11986160afe0e562dfc1,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31003\model_seed_44\CALIBRATED_RHO\result.json,False
3W,0.1,31003,formal_locked_test,CALIBRATED_RHO,45,0.0,COMPLETE_VALID,0.3360751957812606,0.8607453370288162,0.742396902988747,0.9508842821165858,161.30769230769232,True,True,True,True,True,False,52.99188190000132,53d1588d9fb848c0de321c9d493cb6a27d725df3c879bb1ee3bb0e1821ef87e1,efe41103fa0eb8ddc809f9b2828e29a11faea88f68039c1d3a9241f5b9bec1d2,b4ab68ae9203431b4c3ef06c2751d967ce076d20866c8dab955b0c827af5a829,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31003\model_seed_45\CALIBRATED_RHO\result.json,False
3W,0.1,31003,formal_locked_test,CALIBRATED_RHO,46,0.0,COMPLETE_VALID,0.38701076183000377,0.8807805422243942,0.5018208064039894,0.8262310942902267,1891.7272727272727,True,True,True,True,True,False,52.77081690000341,80c28841bdbc5d9d7d58f742f77b74cc23de28649292636f95dbb3be1565958b,5d72d29ae888d64f40be3c47f5d3ddf861cf2169ac0f1de5426dbf940ac48df0,728bd6f1423d421cdd83be33330f65dd58b09cdc1fa610a83a381e2d2ac58b99,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\3w\f010\outer_31003\model_seed_46\CALIBRATED_RHO\result.json,False
TEP,1.0,32001,formal_locked_test,NO_AUG,7,N/A,COMPLETE_VALID,0.9515815058303305,0.9874942536676893,0.019876627827278958,0.875,82.1,True,True,True,True,True,False,331.507480100001,2443bd4566be932e28393d2f97f0f3fbb988f084a1d49b68322d9d8199333619,3487cc1380151a5778234ff23b0643a43af4ecfa0973a6aa6972a5525fa619cb,49454d12003c52b60efd8fb16c627148ad89e8db0c4f5eed7047d154ab29c112,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_7\NO_AUG\result.json,False
TEP,1.0,32001,formal_locked_test,NO_AUG,42,N/A,COMPLETE_VALID,0.9568554715365958,0.989059350873498,0.006854009595613434,0.8875,74.47368421052632,True,True,True,True,True,False,349.02291030000197,b2a99fdd9ac8b038d7ae7a465e1c2c16a68c1402d0cbe1a29c866c5f6954cab2,cf1308b8671a3c189f7328a9bbd30cb5ec09d1d3972e72aaaf91f2a02056f748,fa015607fdbe3c13d05f499a5c8cf25147c38ab99b2830ea29362aaf0d2886dc,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_42\NO_AUG\result.json,False
TEP,1.0,32001,formal_locked_test,NO_AUG,43,N/A,COMPLETE_VALID,0.9467474882294022,0.9853441225447473,0.01028101439342015,0.8375,91.7,True,True,True,True,True,False,322.99833339999896,c1943526ff4a94b1ee69420a4fe4015bb49020732745c6e85182a07611a7998a,a0dc284316d741a7e662382c7c7de36baa346215fe54bef932da989fb83f663a,119128404d880f48cc2f498a665506f7a5c54206978c58fe57c9e64b495d0c29,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_43\NO_AUG\result.json,False
TEP,1.0,32001,formal_locked_test,NO_AUG,44,N/A,COMPLETE_VALID,0.9569355963729365,0.9874424711203224,0.013022618231665525,0.90625,81.46153846153847,True,True,True,True,True,False,355.942323700001,c5340531c57bd0cb670f9f18ed2a0b691eba55a848a132fe47ee5883ea3e43d6,0409d88c61f7fba3411494c42cd89de69fc63b550d2fbab82c03489a87cda65b,3c411c26510f6fe9336678bda970d42457d02b74adb9bf5d2037821370b78507,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_44\NO_AUG\result.json,False
TEP,1.0,32001,formal_locked_test,NO_AUG,2026,N/A,COMPLETE_VALID,0.9027129238122751,0.960476759954722,0.047978067169294036,0.75,100.57894736842105,True,True,True,True,True,False,370.8796919000015,b27d7bca3103a4c7a2edf794d276a604d62148c175bce8e0d90716aaf56eb64f,08f19034db2725dfea2206192b7cc2476605d53125075e468d46717de8da464d,d4c91dd67291c66a46befb0f87f3e918c5e62a5fed29205e810265d00dc3d794,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_2026\NO_AUG\result.json,False
TEP,1.0,32001,formal_locked_test,UNIFORM_DIFFUSION,7,N/A,COMPLETE_VALID,0.9546194216108457,0.9878668921680986,0.01439342015078821,0.875,82.1,True,True,True,True,True,False,326.7633477000054,fcce9c8004001bc2c13789a8c4e550708f09e35da14ffd88ac6f8bce69153269,de0a931b09c254e67b74d99a8ff6cc1167a55e39e19c7141bbfd6a8ca60030a5,77a72a026623f6ce355d3a67cfbd81d4c4174710572556a62aeed7ae49342cdb,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_7\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32001,formal_locked_test,UNIFORM_DIFFUSION,42,N/A,COMPLETE_VALID,0.9389184881500439,0.9813695906837295,0.03221384509938314,0.85,85.7,True,True,True,True,True,False,310.91075219999766,77e042b900f7ba8ae7da08aa5e6aece16af8af6abc381712540f869eee937a74,fdf7123f3e994918ebb305bd0664ee64e44f6da011eaf67b852dc5d28ee898d7,015fd190ef411070d73e3a83323fcd7edf77304ec7e1dc35c39c41e3ac33f5fa,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_42\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32001,formal_locked_test,UNIFORM_DIFFUSION,43,N/A,COMPLETE_VALID,0.9451671842529246,0.9857429701114865,0.009595613433858808,0.825,92.5,True,True,True,True,True,False,324.48159830000077,f264a43b11b439e55ad4eff345ca143ad81bfa774417acbe8c2a765d2b7583b2,498392d37d17977d9f658d557bccdd8fe01d597f58de14521828c41b9a0fbfc4,acd8eecbf41fbffd43962920b3825feaa44dcf5859ef4a65846c3338e2dca0a9,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_43\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32001,formal_locked_test,UNIFORM_DIFFUSION,44,N/A,COMPLETE_VALID,0.9569528112449799,0.9872398683699546,0.01439342015078821,0.90625,81.46153846153847,True,True,True,True,True,False,328.33311870000034,fc9fad83140e021e51cea5f7947ff9d817c74b0e53eca39a40d9b61bc24d7d69,133ee6aa5a2acc7e027ac1dbd50bdadb2790133c15d1627616e012493a0a05df,ed36b9eb686e403a340ebf52f2989b5570a8e0efdf63cc0aef3a62c210474845,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_44\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32001,formal_locked_test,UNIFORM_DIFFUSION,2026,N/A,COMPLETE_VALID,0.9023595586739215,0.9602737853736187,0.04934886908841672,0.75,100.57894736842105,True,True,True,True,True,False,383.96760899999936,1e39e9e91969cb3d168fd3c6e03c225ef66cb25194d1cef4a0ad10ca3351eb92,c4e624dd5a673a3bb7e6329b1f60a86edf7af0c80bb39949fac38cafe0cf7cf7,021e81d1ccf887901ec191da73ced61cf86a9a2273ba64076c857cb7de1187e8,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_2026\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32001,formal_locked_test,JITTER_SCALING,7,N/A,COMPLETE_VALID,0.9538688184478235,0.9881343184699207,0.01644962302947224,0.88125,85.3,True,True,True,True,True,False,313.9932310000004,e244322e0f7fc59cb902ab21311af6136c870c82f3746a0d0a2f3fa343451cea,8ee775e0e0086ef1bc10bd12aa2b1c6810daf3a76f904a14ac4a47d9cf074069,4ae8dbab11657f4b8560946f5c491b375a44795113a8708603dd19795ee25a6c,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_7\JITTER_SCALING\result.json,False
TEP,1.0,32001,formal_locked_test,JITTER_SCALING,42,N/A,COMPLETE_VALID,0.9588372686411902,0.9892904866176142,0.009595613433858808,0.8875,75.3076923076923,True,True,True,True,True,False,326.0295337999996,ff03cdb612b853d6fdedab8980e985adbfe52295d25e8be57b38673286a1e5f8,37d78f43c1e05d50f4c6acf9e1c0734ff7f5206de141963a5ff4c036e51dd6ce,fca40b88a083c4cf91db7cb407c762e5d6173d2f95426c1e2c0166f88e4feee7,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_42\JITTER_SCALING\result.json,False
TEP,1.0,32001,formal_locked_test,JITTER_SCALING,43,N/A,COMPLETE_VALID,0.9444073850355857,0.9859024886872174,0.010966415352981495,0.83125,89.3,True,True,True,True,True,False,304.44256500000483,e2ac96cab48632cc132643768ddb35ef913090f84eb2cfc47498697eac262f22,bd04a5c214425ce9b40455400c02c24f0e15e6b533b66368099bebfea0e5b6d7,4c5a1a5b75f734f00a4fff9f6a5b116a10840191a85e6f580354f74aed2fe5f6,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_43\JITTER_SCALING\result.json,False
TEP,1.0,32001,formal_locked_test,JITTER_SCALING,44,N/A,COMPLETE_VALID,0.9573071648219388,0.9871510396142082,0.011651816312542838,0.9,81.46153846153847,True,True,True,True,True,False,381.2351972000033,35e9aeb1337c5ea186d33f492e871afb2444fa1abf20a9ed054f145ff429ab57,abddd1cf9863ab8a33a5014940eed1afd501f8e1edbab8c4c63b93398aad322e,597398ff88ee61600d4b81a1cf681e4bcf8f7e1848ab0ae0cc5acff85eeb4e7d,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_44\JITTER_SCALING\result.json,False
TEP,1.0,32001,formal_locked_test,JITTER_SCALING,2026,N/A,COMPLETE_VALID,0.9070208728652751,0.9607099593374212,0.033584647018505824,0.7375,101.84210526315789,True,True,True,True,True,False,347.20720629999414,fbd59999d19e59d72e7b71d3d7f902de124ab2d24cf54aac9b86475e549b4cbb,f1cda66a4cab787f273a7522e6a4a57b765cb28cbb5c796a321f706a3f731ee3,8cb0519d5003a808283695d3eb2c03710f26843251a4126028462d7483ba893a,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_2026\JITTER_SCALING\result.json,False
TEP,1.0,32001,formal_locked_test,FINAL_QDIFFCL_FIXED,7,N/A,COMPLETE_VALID,0.9538962275986079,0.9876922393990657,0.018505825908156272,0.875,82.1,True,True,True,True,True,False,238.88562819999788,8ee3c1d6204a8cdf0e196e1413657ef085f266cbd7f928c5a90eddb547d8d3b0,b5c308ca94dc7fa42e6c285571b51bca324dd44edae203f0429ed61a8cfc3d4a,eb2ae2f9d7e8a303e363dacb71e01aec8d48bb261e132b2e51b54ffbc1929cfb,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_7\FINAL_QDIFFCL_FIXED\result.json,False
TEP,1.0,32001,formal_locked_test,FINAL_QDIFFCL_FIXED,42,N/A,COMPLETE_VALID,0.9584819366030412,0.9894381026619724,0.01233721727210418,0.89375,75.3076923076923,True,True,True,True,True,False,409.032217400003,7f511f33568576aa59351219cb6d4e9870074b4af9a223761691630a3e1f2d99,adef5e89094bb3394bde9b04a84d24b4aa6f67911dda43598060a1bb8533df1d,54f951d49948ddea150245f8913519c32326f3e841a9a89f1dea8800d3011af5,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_42\FINAL_QDIFFCL_FIXED\result.json,False
TEP,1.0,32001,formal_locked_test,FINAL_QDIFFCL_FIXED,43,N/A,COMPLETE_VALID,0.9451671842529246,0.9857532670444048,0.009595613433858808,0.81875,92.5,True,True,True,True,True,False,361.73601330000383,c657db049537285c812cb270f4cb7fb383f2fd710690f9c7caf6ba2f1cb093ef,3272e0ddb1234ef8dbb44424eba544be147d164a09575cf4a4df64a30c8d9c1c,a8e7eaeef9caf192528e5105f3226f083099c94b9f0219e50f84fc6ff35458a1,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_43\FINAL_QDIFFCL_FIXED\result.json,False
TEP,1.0,32001,formal_locked_test,FINAL_QDIFFCL_FIXED,44,N/A,COMPLETE_VALID,0.95663167733404,0.9873588043229493,0.019876627827278958,0.91875,81.05128205128206,True,True,True,True,True,False,396.11168180000095,f89a60d1a6c0d9763e40d650fadb78293760f260c8f953d664f6a7afecb325cc,370c5d63eed8bf1047cae5235725f25b0afa6895bd35e1b2854339356ea87a92,bbc39bbe0e133087fed165c1f880dbba6c69da4c190f9f7eac9a97c2e684a252,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_44\FINAL_QDIFFCL_FIXED\result.json,False
TEP,1.0,32001,formal_locked_test,FINAL_QDIFFCL_FIXED,2026,N/A,COMPLETE_VALID,0.901168684507708,0.9598990555215327,0.04934886908841672,0.75,100.57894736842105,True,True,True,True,True,False,426.4829428000012,223e40f958be92df2a4e328c73f193986b437195672ec63d14ba142fc3d94d9c,ab10563a655de03fd800ed313574cc3163fb42e8463c5eeaee822f5a3ae7c83e,22597dfdb7a9aa1a9a9d367816045fae989576e8506ad201725668c2c3aee70c,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_2026\FINAL_QDIFFCL_FIXED\result.json,False
TEP,1.0,32001,formal_locked_test,CALIBRATED_RHO,7,0.5,COMPLETE_VALID,0.9534703782510068,0.9881025707235215,0.015764222069910898,0.88125,82.1,True,True,True,True,True,False,292.67330530000254,53a3ee405d5963a5576fdbf2f10e37501b376ce04ea7f864c19ac1936aec6ecb,872f52c2bfcde8929d816a8393dd578516e1ff74f3dbcea6db0562c585208921,a67249e8a9308a24580cc0f16eb6f00d6df170f38e32c31a4626c73186cb2e41,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_7\CALIBRATED_RHO\result.json,False
TEP,1.0,32001,formal_locked_test,CALIBRATED_RHO,42,0.5,COMPLETE_VALID,0.9581100168699215,0.9897038567355383,0.013708019191226868,0.9,75.71794871794872,True,True,True,True,True,False,238.75963620000402,0bc6ffc018d0073a3efe8211125da9b36641718ae7b5de63fc31e8908d6a2ab6,4e9471ecd491b4b21fc2bd13d2ad0c4109457eeef96062b05467493f9a47e363,02584f9bccaf6ab1fb6b00428655794dfb639db3043a72aa56c0f5d87a85a283,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_42\CALIBRATED_RHO\result.json,False
TEP,1.0,32001,formal_locked_test,CALIBRATED_RHO,43,0.5,COMPLETE_VALID,0.9584984335688547,0.9888961147958053,0.013708019191226868,0.86875,86.9,True,True,True,True,True,False,347.2488588999986,e9bd913922fc56d352b667bcf1264a389fcd36627aa33711d8a32c80ce1c9e92,a12cf5249f9cb728eee991365920b01b15241b48d086aa17e47724f87d78b892,627cb51a4003dc315bbe06d5bfc0fcf0b6c14ac28665995d1ed558d0f4720814,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_43\CALIBRATED_RHO\result.json,False
TEP,1.0,32001,formal_locked_test,CALIBRATED_RHO,44,0.5,COMPLETE_VALID,0.9525619212408779,0.9862126765050505,0.006854009595613434,0.875,82.28205128205128,True,True,True,True,True,False,366.34370990000025,15bcc9535dfe6c843776684462909ccf712d4902d68d3f456e6dea58a40f98df,b42f954bebfd3307aa4975248b5a45a6d66aa1e51e5a1bd636336b70a38eb3e5,2da74a0eb8f06fa77424d4d502cc259f32d2075e26e94a76af6af82366bd8620,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_44\CALIBRATED_RHO\result.json,False
TEP,1.0,32001,formal_locked_test,CALIBRATED_RHO,2026,0.5,COMPLETE_VALID,0.9036541792384734,0.9602668434961471,0.05277587388622344,0.7625,104.84615384615384,True,True,True,True,True,False,430.44128320000164,289d1e013ee40cb59e22a27bde2fd0a94ba8a0eee36d0086fbc6ae2312f0d5b5,6b18825e0ca424559b71ff97aa6edd6f4cabf4d62336841647fae7206b63043c,2cf0058be0b0082956ff9421ebaa7cf14451c362c1026cd9d8bb6274cce40e70,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32001\model_seed_2026\CALIBRATED_RHO\result.json,False
TEP,1.0,32002,formal_locked_test,NO_AUG,7,N/A,COMPLETE_VALID,0.9386118139353834,0.9867142804893537,0.007851534618129907,0.8125,85.15384615384616,True,True,True,True,True,False,329.0041327000072,3eb1e4c342f47b5076337e78fb8755070135abd19552fdea11a0cff61a282ec8,36adc458bc3ccfed043eb00f032c1c8c2f7f09db5ee39dcb14987132afada588,68cf6e37ce0f2e6c3239941240fd946bf27441f9277fad8d638f6c5596404ac5,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_7\NO_AUG\result.json,False
TEP,1.0,32002,formal_locked_test,NO_AUG,42,N/A,COMPLETE_VALID,0.9082062973327332,0.9667508758170481,0.017844396859386154,0.7875,102.7948717948718,True,True,True,True,True,False,328.13243749999674,897c0d13d9600504feccbcd03f43eb0eed53c58616d13b643ddeb00134d90738,7d21a6fdcc5afae661d0fae7d82398951f5d7b58ca2725a3f41205a08a7aaf96,4d88fc305521a93f2c1abec732e780d280a3caac367f2f501f6e1ecda95626a0,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_42\NO_AUG\result.json,False
TEP,1.0,32002,formal_locked_test,NO_AUG,43,N/A,COMPLETE_VALID,0.9375408970880135,0.9872446999201372,0.014989293361884369,0.84375,88.5,True,True,True,True,True,False,347.8121017000085,c944d55d05f45dfee439ed1df706ad0c4dedb78fe731b0843a7ff80053ff184a,bdedcba9a8d8b41420736703188019aa4c56772bfed763d4fdd3b1274ebd96e1,2d850ac183a144d0fed6ad7f810028fc8bb81457432846cd7f6197ee28c1cce3,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_43\NO_AUG\result.json,False
TEP,1.0,32002,formal_locked_test,NO_AUG,44,N/A,COMPLETE_VALID,0.9241413507314488,0.9804094144470733,0.007851534618129907,0.79375,96.64102564102564,True,True,True,True,True,False,348.3109167000075,4e1fc068e403c8fd12d0ce68dfe39261d613327fed8417db1d91012478548ade,3ce03298d8b1839ef71b68212632e2436781a1149a61f9811bca0885a0313307,f6fdae13a10e69d337f0734e3dd2d10fa5024f22b1028e191ec593104ef31bb8,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_44\NO_AUG\result.json,False
TEP,1.0,32002,formal_locked_test,NO_AUG,2026,N/A,COMPLETE_VALID,0.9204073479509585,0.9707628133749563,0.01998572448251249,0.7875,103.2051282051282,True,True,True,True,True,False,281.9863355999987,b86178602361bd1931ef05ac86a1122cc9b5b555a182079c7e8d43b069a4799b,7c262687b9ab35135972c5ecc5243f3a0883634ae2a6be0364e390075c4c1827,82fd265be127f39f46ccb7c9c9d556bc34babc2fc3a1859a98076d7f694ba0a3,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_2026\NO_AUG\result.json,False
TEP,1.0,32002,formal_locked_test,UNIFORM_DIFFUSION,7,N/A,COMPLETE_VALID,0.9378895724158882,0.9863030611352579,0.012134189864382585,0.825,83.92307692307692,True,True,True,True,True,False,347.49278060000506,43f29c484c84c081ed38b28e0ad5c5588c09054d5d9d6e073ee451f829ceb605,3e4aa682a5dd9c58f1d02c4a2ca3acad37d886e335044cfc6da1fb25356e8dd9,6e9d28f41dc37e558acf598ea40cefc60ed69dcb8d5de48ce6d65efc247017bc,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_7\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32002,formal_locked_test,UNIFORM_DIFFUSION,42,N/A,COMPLETE_VALID,0.9091276597303812,0.9665500260765251,0.021413276231263382,0.8,97.46153846153847,True,True,True,True,True,False,350.0720547000092,f15f6ceb9afd47d467d15895671016acd54929fb1fd59ef30f803789d7e0d2b9,927771018e5293c873220a89a33b72732265bbd61070ae42ee911679aba7efe1,d601997ad9ce5b5ea11afd0000afaad446a68a4ed36b743fa76fdf05a3427653,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_42\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32002,formal_locked_test,UNIFORM_DIFFUSION,43,N/A,COMPLETE_VALID,0.9371290342759726,0.9881159082592961,0.014275517487508922,0.8375,89.7,True,True,True,True,True,False,350.2532005999965,0bff87f75e685c2facb6667fb2709316234e797df49e2922ed1c5b47e7df1a3a,73e68f06553f4fd264e267ba1e2d4ec79286a30226d70565da894f6f9ad9d42f,e402f50ac71c5a9e54d82e96714c09dac8d04badb0fc1b1472a6414d267b6721,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_43\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32002,formal_locked_test,UNIFORM_DIFFUSION,44,N/A,COMPLETE_VALID,0.922910572689849,0.9802750555935138,0.007137758743754461,0.79375,97.05128205128206,True,True,True,True,True,False,313.8153414999979,c9c767b923157413e4a5d172a6ce0e33e46909a77801000e4879f8747d6746bc,1ca69591d504bc3e5b4ce5601ba07be4935831521f2b399c6b89915b9f37a40b,c0004201ee9afd7c357d536c1b9a38a4cf58892861dc8eb8ce5d1c23e570f2e6,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_44\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32002,formal_locked_test,UNIFORM_DIFFUSION,2026,N/A,COMPLETE_VALID,0.9220510386623344,0.9708829846004806,0.021413276231263382,0.79375,98.6923076923077,True,True,True,True,True,False,247.30933379998896,035232699899eefcb3241506988eec10c7b262db59472f82b124ab893468f0d9,77cc97f9e0de3581726effdb348bc26382d45dd9b181a656642f64975e6c2fdd,2d6e9a0cc722a63e0c6b036ec2a15833e99777e9845ecd5cc05966acc88f3ebd,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_2026\UNIFORM_DIFFUSION\result.json,False
TEP,1.0,32002,formal_locked_test,JITTER_SCALING,7,N/A,COMPLETE_VALID,0.9310983267497168,0.980949387762142,0.01284796573875803,0.8,87.2051282051282,True,True,True,True,True,False,341.25447390000045,f176714b767954b0d840cad44c22536abfeaff96474f8bc12f933e37b665783f,7f5a65abb0c3377274ac058b3ce51de72144b637c07103db8c09778242568d98,9b68bf0d2850622fd12fe3c0427b93f48152864493d1c6ec7ddfc5555387dec1,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_7\JITTER_SCALING\result.json,False
TEP,1.0,32002,formal_locked_test,JITTER_SCALING,42,N/A,COMPLETE_VALID,0.9279330111345296,0.9805414902915814,0.014989293361884369,0.85,98.5,True,True,True,True,True,False,349.1555017000064,3ecb92d9299c226bf61dac795bafb27e64bf8e11cdc76649bb00b543b1c86828,313ceb9b10b91c98c78b87c761224eae445d8ca86676dd0bd0dc271801a89177,494d52047b36c4ec3bafb471f1160b59455b79ea65451a7a23ebe8c52a26d6fa,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_42\JITTER_SCALING\result.json,False
TEP,1.0,32002,formal_locked_test,JITTER_SCALING,43,N/A,COMPLETE_VALID,0.9359824253817017,0.9871999173556036,0.017130620985010708,0.8375,88.9,True,True,True,True,True,False,349.10382550000213,4b2d9bf3cca472872cf6aae90bd4d308b24d134afec0c5eee9f719a67147f468,d56e302c06be2866a0b56c0d791363864906a0d14ee65b14873f7fc5341642c7,1609403632da9b6b8c0e51d9b2908d3f8ec949ccda4d0ca73cd48c75d1ed3ad5,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_43\JITTER_SCALING\result.json,False
TEP,1.0,32002,formal_locked_test,JITTER_SCALING,44,N/A,COMPLETE_VALID,0.9244557978816483,0.9807730931476923,0.004282655246252677,0.79375,90.47368421052632,True,True,True,True,True,False,333.26476180000464,d0b2525e37b670d0c5b691ffc939131c0ba9815857f1efc762455be56f50f946,7904ed897bd1838d0efed2a905a7b5c81bf854fd5cc3a76fac228c0b899e8795,d48e728f0aca7ba6fe62c38aa2ed11f965728b349a49d3d91f8d58d937fdb4cf,outputs\qdiffcl_data_regime_v1\DATA_REGIME_GENERALIZATION_V1\tep\f100\outer_32002\model_seed_44\JITTER_SCALING\result.json,False
